Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
3119	a	sp|Q13627|DYR1A_HUMAN	Q13627	DYR1A_HUMAN	DYRK1A	763	1.40	Homo sapiens OX=9606	Dual specificity tyrosine-phosphorylation-regulated kinase 1A 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			sp|Q9Y463|DYR1B_HUMAN
3120	a	sp|Q13951|PEBB_HUMAN	Q13951	PEBB_HUMAN	CBFB	182	8.80	Homo sapiens OX=9606	Core-binding factor subunit beta 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
3121	a	sp|Q14108|SCRB2_HUMAN	Q14108	SCRB2_HUMAN	SCARB2	478	2.10	Homo sapiens OX=9606	Lysosome membrane protein 2 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	3	3	3	     0	     0	     0			
3122	a	sp|Q14139|UBE4A_HUMAN	Q14139	UBE4A_HUMAN	UBE4A	1066	1.30	Homo sapiens OX=9606	Ubiquitin conjugation factor E4 A 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3123	a	sp|Q14155|ARHG7_HUMAN	Q14155	ARHG7_HUMAN	ARHGEF7	803	1.20	Homo sapiens OX=9606	Rho guanine nucleotide exchange factor 7 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0	6C(57.0215)		
3124	a	sp|Q14289|FAK2_HUMAN	Q14289	FAK2_HUMAN	PTK2B	1009	1.50	Homo sapiens OX=9606	Protein-tyrosine kinase 2-beta 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	14C(57.0215)		
3125	a	sp|Q14691|PSF1_HUMAN	Q14691	PSF1_HUMAN	GINS1	196	7.10	Homo sapiens OX=9606	DNA replication complex GINS protein PSF1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3126	a	sp|Q15042|RB3GP_HUMAN	Q15042	RB3GP_HUMAN	RAB3GAP1	981	1.20	Homo sapiens OX=9606	Rab3 GTPase-activating protein catalytic subunit 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	6C(57.0215)		
3127	a	sp|Q15361|TTF1_HUMAN	Q15361	TTF1_HUMAN	TTF1	905	1.40	Homo sapiens OX=9606	Transcription termination factor 1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0	2C(57.0215)		
3128	a	sp|Q15582|BGH3_HUMAN	Q15582	BGH3_HUMAN	TGFBI	683	2.20	Homo sapiens OX=9606	Transforming growth factor-beta-induced protein ig-h3 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	4C(57.0215), 9C(57.0215)		
3129	a	sp|Q15633|TRBP2_HUMAN	Q15633	TRBP2_HUMAN	TARBP2	366	4.10	Homo sapiens OX=9606	RISC-loading complex subunit TARBP2 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
3130	a	sp|Q15800|MSMO1_HUMAN	Q15800	MSMO1_HUMAN	MSMO1	293	4.80	Homo sapiens OX=9606	Methylsterol monooxygenase 1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3131	a	sp|Q16595|FRDA_HUMAN	Q16595	FRDA_HUMAN	FXN	210	8.10	Homo sapiens OX=9606	Frataxin, mitochondrial 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3132	a	sp|Q2TAL8|QRIC1_HUMAN	Q2TAL8	QRIC1_HUMAN	QRICH1	776	3.40	Homo sapiens OX=9606	Glutamine-rich protein 1 	1:Experimental evidence at protein level	0.9940	0.9990	2	1	1	1	1	1	1	     0	     0	     0			
3133	a	sp|Q4KMP7|TB10B_HUMAN	Q4KMP7	TB10B_HUMAN	TBC1D10B	808	2.60	Homo sapiens OX=9606	TBC1 domain family member 10B 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
3134	a	sp|Q5K4L6|S27A3_HUMAN	Q5K4L6	S27A3_HUMAN	SLC27A3	683	3.50	Homo sapiens OX=9606	Solute carrier family 27 member 3 	2:Experimental evidence at transcript level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3135	a	sp|Q5T1J5|CHCH9_HUMAN	Q5T1J5	CHCH9_HUMAN	CHCHD2P9	151	8.60	Homo sapiens OX=9606	Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial 	5:Protein uncertain	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	5C(57.0215)		sp|Q9Y6H1|CHCH2_HUMAN
3136	a	sp|Q5VZK9|CARL1_HUMAN	Q5VZK9	CARL1_HUMAN	CARMIL1	1371	1.10	Homo sapiens OX=9606	F-actin-uncapping protein LRRC16A 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3137	a	sp|Q6IAN0|DRS7B_HUMAN	Q6IAN0	DRS7B_HUMAN	DHRS7B	325	4.30	Homo sapiens OX=9606	Dehydrogenase/reductase SDR family member 7B 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3138	a	sp|Q6IN84|MRM1_HUMAN	Q6IN84	MRM1_HUMAN	MRM1	353	5.10	Homo sapiens OX=9606	rRNA methyltransferase 1, mitochondrial 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3139	a	sp|Q6IQ49|SDE2_HUMAN	Q6IQ49	SDE2_HUMAN	SDE2	451	2.90	Homo sapiens OX=9606	Replication stress response regulator SDE2 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
3140	a	sp|Q6JQN1|ACD10_HUMAN	Q6JQN1	ACD10_HUMAN	ACAD10	1059	1.50	Homo sapiens OX=9606	Acyl-CoA dehydrogenase family member 10 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3141	a	sp|Q6P161|RM54_HUMAN	Q6P161	RM54_HUMAN	MRPL54	138	7.20	Homo sapiens OX=9606	39S ribosomal protein L54, mitochondrial 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
3142	a	sp|Q6P4A7|SFXN4_HUMAN	Q6P4A7	SFXN4_HUMAN	SFXN4	337	3.60	Homo sapiens OX=9606	Sideroflexin-4 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
3143	a	sp|Q6PI98|IN80C_HUMAN	Q6PI98	IN80C_HUMAN	INO80C	192	8.90	Homo sapiens OX=9606	INO80 complex subunit C 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
3144	a	sp|Q6RW13|ATRAP_HUMAN	Q6RW13	ATRAP_HUMAN	AGTRAP	159	13.80	Homo sapiens OX=9606	Type-1 angiotensin II receptor-associated protein 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3145	a	sp|Q6UW68|TM205_HUMAN	Q6UW68	TM205_HUMAN	TMEM205	189	9.00	Homo sapiens OX=9606	Transmembrane protein 205 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	4	4	4	     0	     0	     0			
3146	a	sp|Q6ZNB6|NFXL1_HUMAN	Q6ZNB6	NFXL1_HUMAN	NFXL1	911	2.60	Homo sapiens OX=9606	NF-X1-type zinc finger protein NFXL1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
3147	a	sp|Q7L4I2|RSRC2_HUMAN	Q7L4I2	RSRC2_HUMAN	RSRC2	434	2.80	Homo sapiens OX=9606	Arginine/serine-rich coiled-coil protein 2 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3148	a	sp|Q7L5N1|CSN6_HUMAN	Q7L5N1	CSN6_HUMAN	COPS6	327	3.40	Homo sapiens OX=9606	COP9 signalosome complex subunit 6 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0	2C(57.0215)		
3149	a	sp|Q7L8L6|FAKD5_HUMAN	Q7L8L6	FAKD5_HUMAN	FASTKD5	764	2.00	Homo sapiens OX=9606	FAST kinase domain-containing protein 5, mitochondrial 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	4	4	4	     0	     0	     0			
3150	a	sp|Q7LGA3|HS2ST_HUMAN	Q7LGA3	HS2ST_HUMAN	HS2ST1	356	4.80	Homo sapiens OX=9606	Heparan sulfate 2-O-sulfotransferase 1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0	13C(57.0215), 5C(57.0215)		
3151	a	sp|Q7RTP0|NIPA1_HUMAN	Q7RTP0	NIPA1_HUMAN	NIPA1	329	4.00	Homo sapiens OX=9606	Magnesium transporter NIPA1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3152	a	sp|Q7Z333|SETX_HUMAN	Q7Z333	SETX_HUMAN	SETX	2677	0.60	Homo sapiens OX=9606	Probable helicase senataxin 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3153	a	sp|Q7Z7C8|TAF8_HUMAN	Q7Z7C8	TAF8_HUMAN	TAF8	310	4.80	Homo sapiens OX=9606	Transcription initiation factor TFIID subunit 8 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
3154	a	sp|Q86SX6|GLRX5_HUMAN	Q86SX6	GLRX5_HUMAN	GLRX5	157	8.90	Homo sapiens OX=9606	Glutaredoxin-related protein 5, mitochondrial 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3155	a	sp|Q86UL3|GPAT4_HUMAN	Q86UL3	GPAT4_HUMAN	GPAT4	456	2.60	Homo sapiens OX=9606	Glycerol-3-phosphate acyltransferase 4 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3156	a	sp|Q86VN1|VPS36_HUMAN	Q86VN1	VPS36_HUMAN	VPS36	386	3.90	Homo sapiens OX=9606	Vacuolar protein-sorting-associated protein 36 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
3157	a	sp|Q86WQ0|NR2CA_HUMAN	Q86WQ0	NR2CA_HUMAN	NR2C2AP	139	10.10	Homo sapiens OX=9606	Nuclear receptor 2C2-associated protein 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	2C(57.0215)		
3158	a	sp|Q8IU81|I2BP1_HUMAN	Q8IU81	I2BP1_HUMAN	IRF2BP1	584	2.60	Homo sapiens OX=9606	Interferon regulatory factor 2-binding protein 1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0	10C(57.0215)		
3159	a	sp|Q8IVS2|FABD_HUMAN	Q8IVS2	FABD_HUMAN	MCAT	390	4.10	Homo sapiens OX=9606	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3160	a	sp|Q8IXM2|BAP18_HUMAN	Q8IXM2	BAP18_HUMAN	BAP18	172	8.70	Homo sapiens OX=9606	Chromatin complexes subunit BAP18 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3161	a	sp|Q8N4P3|MESH1_HUMAN	Q8N4P3	MESH1_HUMAN	HDDC3	179	7.80	Homo sapiens OX=9606	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3162	a	sp|Q8N4Q0|PTGR3_HUMAN	Q8N4Q0	PTGR3_HUMAN	ZADH2	377	4.00	Homo sapiens OX=9606	Prostaglandin reductase 3 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3163	a	sp|Q8N6L1|KTAP2_HUMAN	Q8N6L1	KTAP2_HUMAN	KRTCAP2	136	12.50	Homo sapiens OX=9606	Keratinocyte-associated protein 2 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3164	a	sp|Q8N6M0|OTU6B_HUMAN	Q8N6M0	OTU6B_HUMAN	OTUD6B	293	4.80	Homo sapiens OX=9606	Deubiquitinase OTUD6B 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	3	3	3	     0	     0	     0			
3165	a	sp|Q8ND04|SMG8_HUMAN	Q8ND04	SMG8_HUMAN	SMG8	991	2.40	Homo sapiens OX=9606	Protein SMG8 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3166	a	sp|Q8NDC0|MISSL_HUMAN	Q8NDC0	MISSL_HUMAN	MAPK1IP1L	245	6.90	Homo sapiens OX=9606	MAPK-interacting and spindle-stabilizing protein-like 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
3167	a	sp|Q8NE86|MCU_HUMAN	Q8NE86	MCU_HUMAN	MCU	351	4.30	Homo sapiens OX=9606	Calcium uniporter protein, mitochondrial 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3168	a	sp|Q8NEZ2|VP37A_HUMAN	Q8NEZ2	VP37A_HUMAN	VPS37A	397	5.00	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 37A 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3169	a	sp|Q8NI22|MCFD2_HUMAN	Q8NI22	MCFD2_HUMAN	MCFD2	146	8.90	Homo sapiens OX=9606	Multiple coagulation factor deficiency protein 2 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3170	a	sp|Q8TAD8|SNIP1_HUMAN	Q8TAD8	SNIP1_HUMAN	SNIP1	396	3.30	Homo sapiens OX=9606	Smad nuclear-interacting protein 1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	11C(57.0215)		
3171	a	sp|Q8WTS1|ABHD5_HUMAN	Q8WTS1	ABHD5_HUMAN	ABHD5	349	4.30	Homo sapiens OX=9606	1-acylglycerol-3-phosphate O-acyltransferase ABHD5 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
3172	a	sp|Q8WUQ7|CATIN_HUMAN	Q8WUQ7	CATIN_HUMAN	CACTIN	758	3.40	Homo sapiens OX=9606	Cactin 	1:Experimental evidence at protein level	0.9940	0.9990	2	1	1	1	3	3	3	     0	     0	     0			
3173	a	sp|Q8WUR7|CO040_HUMAN	Q8WUR7	CO040_HUMAN	C15orf40	153	8.50	Homo sapiens OX=9606	UPF0235 protein C15orf40 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3174	a	sp|Q8WWI5|CTL1_HUMAN	Q8WWI5	CTL1_HUMAN	SLC44A1	657	2.30	Homo sapiens OX=9606	Choline transporter-like protein 1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	12C(57.0215)		
3175	a	sp|Q8WY22|BRI3B_HUMAN	Q8WY22	BRI3B_HUMAN	BRI3BP	251	6.80	Homo sapiens OX=9606	BRI3-binding protein 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	3	3	3	     0	     0	     0			
3176	a	sp|Q8WZ82|OVCA2_HUMAN	Q8WZ82	OVCA2_HUMAN	OVCA2	227	5.70	Homo sapiens OX=9606	Esterase OVCA2 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	6C(57.0215)		
3177	a	sp|Q8WZA9|IRGQ_HUMAN	Q8WZA9	IRGQ_HUMAN	IRGQ	623	2.10	Homo sapiens OX=9606	Immunity-related GTPase family Q protein 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3178	a	sp|Q92504|S39A7_HUMAN	Q92504	S39A7_HUMAN	SLC39A7	469	2.80	Homo sapiens OX=9606	Zinc transporter SLC39A7 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	4	4	4	     0	     0	     0			
3179	a	sp|Q92544|TM9S4_HUMAN	Q92544	TM9S4_HUMAN	TM9SF4	642	3.10	Homo sapiens OX=9606	Transmembrane 9 superfamily member 4 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	3C(57.0215)		
3180	a	sp|Q93050|VPP1_HUMAN	Q93050	VPP1_HUMAN	ATP6V0A1	837	1.40	Homo sapiens OX=9606	V-type proton ATPase 116 kDa subunit a isoform 1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3181	a	sp|Q969M3|YIPF5_HUMAN	Q969M3	YIPF5_HUMAN	YIPF5	257	4.70	Homo sapiens OX=9606	Protein YIPF5 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	4	4	4	     0	     0	     0			
3182	a	sp|Q96A57|TM230_HUMAN	Q96A57	TM230_HUMAN	TMEM230	120	9.20	Homo sapiens OX=9606	Transmembrane protein 230 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3183	a	sp|Q96B49|TOM6_HUMAN	Q96B49	TOM6_HUMAN	TOMM6	74	37.80	Homo sapiens OX=9606	Mitochondrial import receptor subunit TOM6 homolog 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
3184	a	sp|Q96BD0|SO4A1_HUMAN	Q96BD0	SO4A1_HUMAN	SLCO4A1	722	2.60	Homo sapiens OX=9606	Solute carrier organic anion transporter family member 4A1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	10C(57.0215), 2C(57.0215)		
3185	a	sp|Q96BJ3|AIDA_HUMAN	Q96BJ3	AIDA_HUMAN	AIDA	306	4.60	Homo sapiens OX=9606	Axin interactor, dorsalization-associated protein 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3186	a	sp|Q96C24|SYTL4_HUMAN	Q96C24	SYTL4_HUMAN	SYTL4	671	3.40	Homo sapiens OX=9606	Synaptotagmin-like protein 4 	1:Experimental evidence at protein level	0.9940	0.9990	2	1	1	1	1	1	1	     0	     0	     0			
3187	a	sp|Q96EH3|MASU1_HUMAN	Q96EH3	MASU1_HUMAN	MALSU1	234	9.00	Homo sapiens OX=9606	Mitochondrial assembly of ribosomal large subunit protein 1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3188	a	sp|Q96EK9|KTI12_HUMAN	Q96EK9	KTI12_HUMAN	KTI12	354	5.10	Homo sapiens OX=9606	Protein KTI12 homolog 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3189	a	sp|Q96FF9|CDCA5_HUMAN	Q96FF9	CDCA5_HUMAN	CDCA5	252	5.60	Homo sapiens OX=9606	Sororin 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3190	a	sp|Q96FK6|WDR89_HUMAN	Q96FK6	WDR89_HUMAN	WDR89	387	4.70	Homo sapiens OX=9606	WD repeat-containing protein 89 	2:Experimental evidence at transcript level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	12C(57.0215), 5C(57.0215)		
3191	a	sp|Q96HJ9|FMC1_HUMAN	Q96HJ9	FMC1_HUMAN	FMC1	113	9.70	Homo sapiens OX=9606	Protein FMC1 homolog 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
3192	a	sp|Q96IJ6|GMPPA_HUMAN	Q96IJ6	GMPPA_HUMAN	GMPPA	420	3.30	Homo sapiens OX=9606	Mannose-1-phosphate guanyltransferase alpha 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3193	a	sp|Q96IX5|ATPMD_HUMAN	Q96IX5	ATPMD_HUMAN	ATP5MD	58	25.90	Homo sapiens OX=9606	ATP synthase membrane subunit DAPIT, mitochondrial 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
3194	a	sp|Q96K19|RN170_HUMAN	Q96K19	RN170_HUMAN	RNF170	258	5.40	Homo sapiens OX=9606	E3 ubiquitin-protein ligase RNF170 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3195	a	sp|Q96MF7|NSE2_HUMAN	Q96MF7	NSE2_HUMAN	NSMCE2	247	5.70	Homo sapiens OX=9606	E3 SUMO-protein ligase NSE2 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	3C(57.0215), 8C(57.0215)		
3196	a	sp|Q96MU7|YTDC1_HUMAN	Q96MU7	YTDC1_HUMAN	YTHDC1	727	3.00	Homo sapiens OX=9606	YTH domain-containing protein 1 	1:Experimental evidence at protein level	0.9940	0.9990	2	1	1	1	2	2	2	     0	     0	     0			
3197	a	sp|Q96R06|SPAG5_HUMAN	Q96R06	SPAG5_HUMAN	SPAG5	1193	1.30	Homo sapiens OX=9606	Sperm-associated antigen 5 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
3198	a	sp|Q96RQ1|ERGI2_HUMAN	Q96RQ1	ERGI2_HUMAN	ERGIC2	377	3.40	Homo sapiens OX=9606	Endoplasmic reticulum-Golgi intermediate compartment protein 2 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
3199	a	sp|Q96S97|MYADM_HUMAN	Q96S97	MYADM_HUMAN	MYADM	322	7.10	Homo sapiens OX=9606	Myeloid-associated differentiation marker 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3200	a	sp|Q96T60|PNKP_HUMAN	Q96T60	PNKP_HUMAN	PNKP	521	2.50	Homo sapiens OX=9606	Bifunctional polynucleotide phosphatase/kinase 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	4	4	4	     0	     0	     0			
3201	a	sp|Q99942|RNF5_HUMAN	Q99942	RNF5_HUMAN	RNF5	180	8.30	Homo sapiens OX=9606	E3 ubiquitin-protein ligase RNF5 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
3202	a	sp|Q9BQ15|SOSB1_HUMAN	Q9BQ15	SOSB1_HUMAN	NABP2	211	10.40	Homo sapiens OX=9606	S	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3203	a	sp|Q9BRQ6|MIC25_HUMAN	Q9BRQ6	MIC25_HUMAN	CHCHD6	235	6.80	Homo sapiens OX=9606	MIC	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3204	a	sp|Q9BUB7|TMM70_HUMAN	Q9BUB7	TMM70_HUMAN	TMEM70	260	4.20	Homo sapiens OX=9606	Transmembrane protein 70, mitochondrial 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
3205	a	sp|Q9BUR5|MIC26_HUMAN	Q9BUR5	MIC26_HUMAN	APOO	198	7.60	Homo sapiens OX=9606	MIC	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
3206	a	sp|Q9BV86|NTM1A_HUMAN	Q9BV86	NTM1A_HUMAN	NTMT1	223	6.70	Homo sapiens OX=9606	N-terminal Xaa-Pro-Lys N-methyltransferase 1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	5C(57.0215), 9C(57.0215)		
3207	a	sp|Q9BVG9|PTSS2_HUMAN	Q9BVG9	PTSS2_HUMAN	PTDSS2	487	4.50	Homo sapiens OX=9606	Phosphatidylserine synthase 2 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3208	a	sp|Q9BW60|ELOV1_HUMAN	Q9BW60	ELOV1_HUMAN	ELOVL1	279	4.30	Homo sapiens OX=9606	Elongation of very long chain fatty acids protein 1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
3209	a	sp|Q9BWE0|REPI1_HUMAN	Q9BWE0	REPI1_HUMAN	REPIN1	567	2.60	Homo sapiens OX=9606	Replication initiator 1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3210	a	sp|Q9BXV9|GON7_HUMAN	Q9BXV9	GON7_HUMAN	GON7	100	25.00	Homo sapiens OX=9606	EKC/KEOPS complex subunit GON7 	1:Experimental evidence at protein level	0.9940	0.9990	2	1	1	1	2	2	2	     0	     0	     0	N-term(42.0106)		
3211	a	sp|Q9BYD3|RM04_HUMAN	Q9BYD3	RM04_HUMAN	MRPL4	311	6.10	Homo sapiens OX=9606	39S ribosomal protein L4, mitochondrial 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3212	a	sp|Q9BZJ0|CRNL1_HUMAN	Q9BZJ0	CRNL1_HUMAN	CRNKL1	848	1.40	Homo sapiens OX=9606	Crooked neck-like protein 1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
3213	a	sp|Q9C086|IN80B_HUMAN	Q9C086	IN80B_HUMAN	INO80B	356	4.50	Homo sapiens OX=9606	INO80 complex subunit B 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
3214	a	sp|Q9C0D9|EPT1_HUMAN	Q9C0D9	EPT1_HUMAN	SELENOI	397	4.00	Homo sapiens OX=9606	Ethanolaminephosphotransferase 1 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	2	2	2	     0	     0	     0	N-term(42.0106)		
3215	a	sp|Q9GZN8|CT027_HUMAN	Q9GZN8	CT027_HUMAN	C20orf27	174	9.20	Homo sapiens OX=9606	UPF0687 protein C20orf27 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0	14C(57.0215), 7C(57.0215)		
3216	a	sp|Q9H0U6|RM18_HUMAN	Q9H0U6	RM18_HUMAN	MRPL18	180	7.20	Homo sapiens OX=9606	39S ribosomal protein L18, mitochondrial 	1:Experimental evidence at protein level	0.9940	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
