Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
2599	a	sp|P60602|ROMO1_HUMAN	P60602	ROMO1_HUMAN	ROMO1	79	21.50	Homo sapiens OX=9606	Reactive oxygen species modulator 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	14C(57.0215)		
2600	a	sp|P60604|UB2G2_HUMAN	P60604	UB2G2_HUMAN	UBE2G2	165	14.50	Homo sapiens OX=9606	Ubiquitin-conjugating enzyme E2 G2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2601	a	sp|P60983|GMFB_HUMAN	P60983	GMFB_HUMAN	GMFB	142	11.30	Homo sapiens OX=9606	Glia maturation factor beta 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	7C(57.0215), N-term(42.0106)		
2602	a	sp|P61006|RAB8A_HUMAN	P61006	RAB8A_HUMAN	RAB8A	207	6.80	Homo sapiens OX=9606	Ras-related protein Rab-8A 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2603	a	sp|P61457|PHS_HUMAN	P61457	PHS_HUMAN	PCBD1	104	12.50	Homo sapiens OX=9606	Pterin-4-alpha-carbinolamine dehydratase 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2604	a	sp|P61604|CH10_HUMAN	P61604	CH10_HUMAN	HSPE1	102	13.70	Homo sapiens OX=9606	10 kDa heat shock protein, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2605	a	sp|P61916|NPC2_HUMAN	P61916	NPC2_HUMAN	NPC2	151	10.60	Homo sapiens OX=9606	NPC intracellular cholesterol transporter 2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	12C(57.0215), 7C(57.0215)		
2606	a	sp|P61960|UFM1_HUMAN	P61960	UFM1_HUMAN	UFM1	85	32.90	Homo sapiens OX=9606	Ubiquitin-fold modifier 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2607	a	sp|P62310|LSM3_HUMAN	P62310	LSM3_HUMAN	LSM3	102	20.60	Homo sapiens OX=9606	U6 snRNA-associated Sm-like protein LSm3 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0	N-term(42.0106)		
2608	a	sp|P62330|ARF6_HUMAN	P62330	ARF6_HUMAN	ARF6	175	12.00	Homo sapiens OX=9606	ADP-ribosylation factor 6 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2609	a	sp|P62851|RS25_HUMAN	P62851	RS25_HUMAN	RPS25	125	8.80	Homo sapiens OX=9606	40S ribosomal protein S25 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2610	a	sp|P62891|RL39_HUMAN	P62891	RL39_HUMAN	RPL39	51	19.60	Homo sapiens OX=9606	60S ribosomal protein L39 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			sp|Q59GN2|R39L5_HUMAN
2611	a	sp|P63098|CANB1_HUMAN	P63098	CANB1_HUMAN	PPP3R1	170	10.00	Homo sapiens OX=9606	Calcineurin subunit B type 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	7C(57.0215)		
2612	a	sp|P63173|RL38_HUMAN	P63173	RL38_HUMAN	RPL38	70	17.10	Homo sapiens OX=9606	60S ribosomal protein L38 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2613	a	sp|P67812|SC11A_HUMAN	P67812	SC11A_HUMAN	SEC11A	179	6.10	Homo sapiens OX=9606	Signal peptidase complex catalytic subunit SEC11A 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2614	a	sp|P78559|MAP1A_HUMAN	P78559	MAP1A_HUMAN	MAP1A	2803	0.70	Homo sapiens OX=9606	Microtubule-associated protein 1A 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2615	a	sp|P78560|CRADD_HUMAN	P78560	CRADD_HUMAN	CRADD	199	7.00	Homo sapiens OX=9606	Death domain-containing protein CRADD 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2616	a	sp|P82664|RT10_HUMAN	P82664	RT10_HUMAN	MRPS10	201	7.50	Homo sapiens OX=9606	28S ribosomal protein S10, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2617	a	sp|P82921|RT21_HUMAN	P82921	RT21_HUMAN	MRPS21	87	13.80	Homo sapiens OX=9606	28S ribosomal protein S21, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2618	a	sp|P82932|RT06_HUMAN	P82932	RT06_HUMAN	MRPS6	125	9.60	Homo sapiens OX=9606	28S ribosomal protein S6, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2619	a	sp|P83436|COG7_HUMAN	P83436	COG7_HUMAN	COG7	770	2.30	Homo sapiens OX=9606	Conserved oligomeric Golgi complex subunit 7 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2620	a	sp|P83876|TXN4A_HUMAN	P83876	TXN4A_HUMAN	TXNL4A	142	9.20	Homo sapiens OX=9606	Thioredoxin-like protein 4A 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2621	a	sp|Q00535|CDK5_HUMAN	Q00535	CDK5_HUMAN	CDK5	292	5.10	Homo sapiens OX=9606	Cyclin-dependent-like kinase 5 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	5C(57.0215)		
2622	a	sp|Q01196|RUNX1_HUMAN	Q01196	RUNX1_HUMAN	RUNX1	453	3.30	Homo sapiens OX=9606	Runt-related transcription factor 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2623	a	sp|Q01415|GALK2_HUMAN	Q01415	GALK2_HUMAN	GALK2	458	5.00	Homo sapiens OX=9606	N-acetylgalactosamine kinase 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2624	a	sp|Q01432|AMPD3_HUMAN	Q01432	AMPD3_HUMAN	AMPD3	767	1.40	Homo sapiens OX=9606	AMP deaminase 3 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2625	a	sp|Q01650|LAT1_HUMAN	Q01650	LAT1_HUMAN	SLC7A5	507	3.60	Homo sapiens OX=9606	Large neutral amino acids transporter small subunit 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2626	a	sp|Q01664|TFAP4_HUMAN	Q01664	TFAP4_HUMAN	TFAP4	338	4.70	Homo sapiens OX=9606	Transcription factor AP-4 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2627	a	sp|Q02241|KIF23_HUMAN	Q02241	KIF23_HUMAN	KIF23	960	1.90	Homo sapiens OX=9606	Kinesin-like protein KIF23 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2628	a	sp|Q02809|PLOD1_HUMAN	Q02809	PLOD1_HUMAN	PLOD1	727	2.50	Homo sapiens OX=9606	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2629	a	sp|Q03164|KMT2A_HUMAN	Q03164	KMT2A_HUMAN	KMT2A	3969	0.40	Homo sapiens OX=9606	Histone-lysine N-methyltransferase 2A 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2630	a	sp|Q06609|RAD51_HUMAN	Q06609	RAD51_HUMAN	RAD51	339	4.70	Homo sapiens OX=9606	DNA repair protein RAD51 homolog 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2631	a	sp|Q07812|BAX_HUMAN	Q07812	BAX_HUMAN	BAX	192	10.40	Homo sapiens OX=9606	Apoptosis regulator BAX 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2632	a	sp|Q10589|BST2_HUMAN	Q10589	BST2_HUMAN	BST2	180	7.80	Homo sapiens OX=9606	Bone marrow stromal antigen 2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2633	a	sp|Q12789|TF3C1_HUMAN	Q12789	TF3C1_HUMAN	GTF3C1	2109	0.90	Homo sapiens OX=9606	General transcription factor 3C polypeptide 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2634	a	sp|Q12907|LMAN2_HUMAN	Q12907	LMAN2_HUMAN	LMAN2	356	7.30	Homo sapiens OX=9606	Vesicular integral-membrane protein VIP36 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2635	a	sp|Q13069|GAGE5_HUMAN	Q13069	GAGE5_HUMAN	GAGE5	117	29.10	Homo sapiens OX=9606	G antigen 5 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	3	3	3	     0	     0	     0			sp|Q13070|GAGE6_HUMAN
2636	a	sp|Q13405|RM49_HUMAN	Q13405	RM49_HUMAN	MRPL49	166	7.20	Homo sapiens OX=9606	39S ribosomal protein L49, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2637	a	sp|Q14061|COX17_HUMAN	Q14061	COX17_HUMAN	COX17	63	25.40	Homo sapiens OX=9606	Cytochrome c oxidase copper chaperone 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
2638	a	sp|Q14181|DPOA2_HUMAN	Q14181	DPOA2_HUMAN	POLA2	598	3.00	Homo sapiens OX=9606	DNA polymerase alpha subunit B 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2639	a	sp|Q14353|GAMT_HUMAN	Q14353	GAMT_HUMAN	GAMT	236	5.90	Homo sapiens OX=9606	Guanidinoacetate N-methyltransferase 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2640	a	sp|Q14691|PSF1_HUMAN	Q14691	PSF1_HUMAN	GINS1	196	7.10	Homo sapiens OX=9606	DNA replication complex GINS protein PSF1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2641	a	sp|Q15006|EMC2_HUMAN	Q15006	EMC2_HUMAN	EMC2	297	4.00	Homo sapiens OX=9606	ER membrane protein complex subunit 2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2642	a	sp|Q15013|MD2BP_HUMAN	Q15013	MD2BP_HUMAN	MAD2L1BP	274	7.70	Homo sapiens OX=9606	MAD2L1-binding protein 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
2643	a	sp|Q15036|SNX17_HUMAN	Q15036	SNX17_HUMAN	SNX17	470	4.50	Homo sapiens OX=9606	Sorting nexin-17 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2644	a	sp|Q15121|PEA15_HUMAN	Q15121	PEA15_HUMAN	PEA15	130	14.60	Homo sapiens OX=9606	Astrocytic phosphoprotein PEA-15 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2645	a	sp|Q15370|ELOB_HUMAN	Q15370	ELOB_HUMAN	ELOB	118	28.00	Homo sapiens OX=9606	Elongin-B 	1:Experimental evidence at protein level	0.9921	0.9990	2	1	1	1	1	1	1	     0	     0	     0	5C(57.0215)		
2646	a	sp|Q15382|RHEB_HUMAN	Q15382	RHEB_HUMAN	RHEB	184	8.70	Homo sapiens OX=9606	GTP-binding protein Rheb 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2647	a	sp|Q15750|TAB1_HUMAN	Q15750	TAB1_HUMAN	TAB1	504	9.70	Homo sapiens OX=9606	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 	1:Experimental evidence at protein level	0.9921	0.9990	2	1	1	1	1	1	1	     0	     0	     0			
2648	a	sp|Q15843|NEDD8_HUMAN	Q15843	NEDD8_HUMAN	NEDD8	81	17.30	Homo sapiens	NEDD8 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2649	a	sp|Q16342|PDCD2_HUMAN	Q16342	PDCD2_HUMAN	PDCD2	344	4.40	Homo sapiens OX=9606	Programmed cell death protein 2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2650	a	sp|Q16621|NFE2_HUMAN	Q16621	NFE2_HUMAN	NFE2	373	4.00	Homo sapiens OX=9606	Transcription factor NF-E2 45 kDa subunit 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2651	a	sp|Q16740|CLPP_HUMAN	Q16740	CLPP_HUMAN	CLPP	277	5.40	Homo sapiens OX=9606	ATP-dependent Clp protease proteolytic subunit, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2652	a	sp|Q16822|PCKGM_HUMAN	Q16822	PCKGM_HUMAN	PCK2	640	3.90	Homo sapiens OX=9606	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	1C(57.0215), 21C(57.0215)		
2653	a	sp|Q16864|VATF_HUMAN	Q16864	VATF_HUMAN	ATP6V1F	119	16.00	Homo sapiens OX=9606	V-type proton ATPase subunit F 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2654	a	sp|Q4U2R6|RM51_HUMAN	Q4U2R6	RM51_HUMAN	MRPL51	128	13.30	Homo sapiens OX=9606	39S ribosomal protein L51, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2655	a	sp|Q53FZ2|ACSM3_HUMAN	Q53FZ2	ACSM3_HUMAN	ACSM3	586	3.40	Homo sapiens OX=9606	Acyl-coenzyme A synthetase ACSM3, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	3C(57.0215)		
2656	a	sp|Q53S08|RAB6D_HUMAN	Q53S08	RAB6D_HUMAN	RAB6D	254	8.70	Homo sapiens OX=9606	Ras-related protein Rab-6D 	2:Experimental evidence at transcript level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			sp|Q9H0N0|RAB6C_HUMAN
2657	a	sp|Q53S33|BOLA3_HUMAN	Q53S33	BOLA3_HUMAN	BOLA3	107	12.10	Homo sapiens OX=9606	BolA-like protein 3 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2658	a	sp|Q5C9Z4|NOM1_HUMAN	Q5C9Z4	NOM1_HUMAN	NOM1	860	1.60	Homo sapiens OX=9606	Nucleolar MIF4G domain-containing protein 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2659	a	sp|Q5F1R6|DJC21_HUMAN	Q5F1R6	DJC21_HUMAN	DNAJC21	531	3.00	Homo sapiens OX=9606	DnaJ homolog subfamily C member 21 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2660	a	sp|Q5PRF9|SMAG2_HUMAN	Q5PRF9	SMAG2_HUMAN	SAMD4B	694	1.70	Homo sapiens OX=9606	Protein Smaug homolog 2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	1C(57.0215)		
2661	a	sp|Q5RI15|COX20_HUMAN	Q5RI15	COX20_HUMAN	COX20	118	10.20	Homo sapiens OX=9606	Cytochrome c oxidase assembly protein COX20, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2662	a	sp|Q5SW79|CE170_HUMAN	Q5SW79	CE170_HUMAN	CEP170	1584	1.30	Homo sapiens OX=9606	Centrosomal protein of 170 kDa 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2663	a	sp|Q5T653|RM02_HUMAN	Q5T653	RM02_HUMAN	MRPL2	305	7.20	Homo sapiens OX=9606	39S ribosomal protein L2, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2664	a	sp|Q5T6V5|QSPP_HUMAN	Q5T6V5	QSPP_HUMAN	C9orf64	341	6.70	Homo sapiens OX=9606	Queuosine salvage protein 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2665	a	sp|Q5VWZ2|LYPL1_HUMAN	Q5VWZ2	LYPL1_HUMAN	LYPLAL1	237	5.50	Homo sapiens OX=9606	Lysophospholipase-like protein 1 	1:Experimental evidence at protein level	0.9921	0.9990	1	2	2	2	2	2	2	     0	     0	     0			
2666	a	sp|Q641Q2|WAC2A_HUMAN	Q641Q2	WAC2A_HUMAN	WASHC2A	1341	1.20	Homo sapiens OX=9606	WASH complex subunit 2A 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			sp|Q9Y4E1|WAC2C_HUMAN
2667	a	sp|Q66K74|MAP1S_HUMAN	Q66K74	MAP1S_HUMAN	MAP1S	1059	1.70	Homo sapiens OX=9606	Microtubule-associated protein 1S 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	11C(57.0215), 6C(57.0215)		
2668	a	sp|Q69YH5|CDCA2_HUMAN	Q69YH5	CDCA2_HUMAN	CDCA2	1023	1.70	Homo sapiens OX=9606	Cell division cycle-associated protein 2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2669	a	sp|Q6DD88|ATLA3_HUMAN	Q6DD88	ATLA3_HUMAN	ATL3	541	3.50	Homo sapiens OX=9606	Atlastin-3 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2670	a	sp|Q6FIF0|ZFAN6_HUMAN	Q6FIF0	ZFAN6_HUMAN	ZFAND6	208	12.00	Homo sapiens OX=9606	AN1-type zinc finger protein 6 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
2671	a	sp|Q6IQ49|SDE2_HUMAN	Q6IQ49	SDE2_HUMAN	SDE2	451	3.10	Homo sapiens OX=9606	Replication stress response regulator SDE2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	7C(57.0215)		
2672	a	sp|Q6NUK1|SCMC1_HUMAN	Q6NUK1	SCMC1_HUMAN	SLC25A24	477	4.60	Homo sapiens OX=9606	Calcium-binding mitochondrial carrier protein SCaMC-1 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	3	3	3	     0	     0	     0			
2673	a	sp|Q6NXR4|TTI2_HUMAN	Q6NXR4	TTI2_HUMAN	TTI2	508	3.10	Homo sapiens OX=9606	TELO2-interacting protein 2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	10C(57.0215)		
2674	a	sp|Q6NZ67|MZT2B_HUMAN	Q6NZ67	MZT2B_HUMAN	MZT2B	158	8.20	Homo sapiens OX=9606	Mitotic-spindle organizing protein 2B 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			sp|Q6P582|MZT2A_HUMAN
2675	a	sp|Q6P1Q9|MET2B_HUMAN	Q6P1Q9	MET2B_HUMAN	METTL2B	378	5.00	Homo sapiens OX=9606	tRNA N(3)-methylcytidine methyltransferase METTL2B 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0	7C(57.0215)		sp|Q96IZ6|MET2A_HUMAN
2676	a	sp|Q6PCB5|RSBNL_HUMAN	Q6PCB5	RSBNL_HUMAN	RSBN1L	846	2.20	Homo sapiens OX=9606	Lysine-specific demethylase RSBN1L 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	6C(57.0215)		
2677	a	sp|Q6RW13|ATRAP_HUMAN	Q6RW13	ATRAP_HUMAN	AGTRAP	159	13.80	Homo sapiens OX=9606	Type-1 angiotensin II receptor-associated protein 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2678	a	sp|Q6UVJ0|SAS6_HUMAN	Q6UVJ0	SAS6_HUMAN	SASS6	657	2.40	Homo sapiens OX=9606	Spindle assembly abnormal protein 6 homolog 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2679	a	sp|Q6W2J9|BCOR_HUMAN	Q6W2J9	BCOR_HUMAN	BCOR	1755	1.10	Homo sapiens OX=9606	BCL-6 corepressor 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	12C(57.0215), 5C(57.0215)		
2680	a	sp|Q6ZN55|ZN574_HUMAN	Q6ZN55	ZN574_HUMAN	ZNF574	896	2.50	Homo sapiens OX=9606	Zinc finger protein 574 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2681	a	sp|Q6ZNJ1|NBEL2_HUMAN	Q6ZNJ1	NBEL2_HUMAN	NBEAL2	2754	1.00	Homo sapiens OX=9606	Neurobeachin-like protein 2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	7C(57.0215)		
2682	a	sp|Q70CQ2|UBP34_HUMAN	Q70CQ2	UBP34_HUMAN	USP34	3546	0.30	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 34 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
2683	a	sp|Q765P7|MTSS2_HUMAN	Q765P7	MTSS2_HUMAN	MTSS2	747	2.00	Homo sapiens OX=9606	Protein MTSS 2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2684	a	sp|Q7L1V2|MON1B_HUMAN	Q7L1V2	MON1B_HUMAN	MON1B	547	2.70	Homo sapiens OX=9606	Vacuolar fusion protein MON1 homolog B 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	7C(57.0215)		
2685	a	sp|Q7L5D6|GET4_HUMAN	Q7L5D6	GET4_HUMAN	GET4	327	4.60	Homo sapiens OX=9606	Golgi to ER traffic protein 4 homolog 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
2686	a	sp|Q7Z434|MAVS_HUMAN	Q7Z434	MAVS_HUMAN	MAVS	540	2.60	Homo sapiens OX=9606	Mitochondrial antiviral-signaling protein 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2687	a	sp|Q7Z569|BRAP_HUMAN	Q7Z569	BRAP_HUMAN	BRAP	592	2.50	Homo sapiens OX=9606	BRCA1-associated protein 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	11C(57.0215), 6C(57.0215)		
2688	a	sp|Q7Z7C8|TAF8_HUMAN	Q7Z7C8	TAF8_HUMAN	TAF8	310	5.20	Homo sapiens OX=9606	Transcription initiation factor TFIID subunit 8 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2689	a	sp|Q7Z7H8|RM10_HUMAN	Q7Z7H8	RM10_HUMAN	MRPL10	261	7.30	Homo sapiens OX=9606	39S ribosomal protein L10, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	11C(57.0215)		
2690	a	sp|Q86SX6|GLRX5_HUMAN	Q86SX6	GLRX5_HUMAN	GLRX5	157	12.10	Homo sapiens OX=9606	Glutaredoxin-related protein 5, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	8C(57.0215)		
2691	a	sp|Q86TS9|RM52_HUMAN	Q86TS9	RM52_HUMAN	MRPL52	123	14.60	Homo sapiens OX=9606	39S ribosomal protein L52, mitochondrial 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2692	a	sp|Q86UE4|LYRIC_HUMAN	Q86UE4	LYRIC_HUMAN	MTDH	582	2.70	Homo sapiens OX=9606	Protein LYRIC 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
2693	a	sp|Q86VN1|VPS36_HUMAN	Q86VN1	VPS36_HUMAN	VPS36	386	3.90	Homo sapiens OX=9606	Vacuolar protein-sorting-associated protein 36 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2694	a	sp|Q86W56|PARG_HUMAN	Q86W56	PARG_HUMAN	PARG	976	1.50	Homo sapiens OX=9606	Poly(ADP-ribose) glycohydrolase 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	14C(57.0215)		
2695	a	sp|Q86WQ0|NR2CA_HUMAN	Q86WQ0	NR2CA_HUMAN	NR2C2AP	139	10.10	Homo sapiens OX=9606	Nuclear receptor 2C2-associated protein 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0	2C(57.0215)		
2696	a	sp|Q86WR0|CCD25_HUMAN	Q86WR0	CCD25_HUMAN	CCDC25	208	6.20	Homo sapiens OX=9606	Coiled-coil domain-containing protein 25 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2697	a	sp|Q86X83|COMD2_HUMAN	Q86X83	COMD2_HUMAN	COMMD2	199	12.10	Homo sapiens OX=9606	COMM domain-containing protein 2 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2698	a	sp|Q86Y82|STX12_HUMAN	Q86Y82	STX12_HUMAN	STX12	276	6.20	Homo sapiens OX=9606	Syntaxin-12 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	1	1	1	     0	     0	     0			
2699	a	sp|Q8IUH3|RBM45_HUMAN	Q8IUH3	RBM45_HUMAN	RBM45	476	3.60	Homo sapiens OX=9606	RNA-binding protein 45 	1:Experimental evidence at protein level	0.9921	0.9990	1	1	1	1	2	2	2	     0	     0	     0			
